Blockchain,Day,Hour,Blocks,Transactions,Users,Fees
BSC,5.Friday,6,2320,375432,154880,66439.25292
Polygon,5.Friday,6,3455,271033,60270,2197.046398
Ethereum,5.Friday,6,597,128147,93872,205403.878
Algorand,5.Friday,6,1928,69753,3121,21.64766807
Optimism,5.Friday,6,40286,40286,6247,4633.605922
NEAR,5.Friday,7,6010,24329,3839,67.46447131
Gnosis,5.Friday,7,2360,374949,157880,225.1270524
BSC,5.Friday,7,2360,374949,157880,64787.95032
Solana,5.Friday,7,15764,2026233,12639,162.5037075
Avalanche,5.Friday,7,3541,10565,4083,838.0635643
Axelar,5.Friday,7,275,1994,185,16.18867271
Algorand,5.Friday,7,1935,75154,3081,22.21473132
Polygon,5.Friday,7,3283,270357,54616,2387.557012
Osmosis,5.Friday,7,1099,3504,669,13.8469473
Optimism,5.Friday,7,40033,40033,6761,5021.799164
Arbitrum,5.Friday,7,22353,50764,7239,2044.302806
Cosmos,5.Friday,7,936,2821,1345,107.1084603
Ethereum,5.Friday,7,596,167437,134304,232653.1296
Flow,5.Friday,7,5265,46811,81,0.77451977
Axelar,5.Friday,8,294,1776,168,14.60432912
Avalanche,5.Friday,8,3502,10466,3603,971.1827948
Polygon,5.Friday,8,3393,288529,64449,4066.433728
Optimism,5.Friday,8,41941,41941,7127,5423.414564
Osmosis,5.Friday,8,1145,4037,818,15.7377643
Algorand,5.Friday,8,1940,85529,3543,25.5973674
Ethereum,5.Friday,8,597,180720,146750,245116.6841
Solana,5.Friday,8,15656,2026964,12068,156.8302811
BSC,5.Friday,8,2371,384430,178154,63079.91464
Arbitrum,5.Friday,8,23453,55010,7859,2521.854529
NEAR,5.Friday,8,5965,26179,4283,78.59946804
Flow,5.Friday,8,5192,46390,94,0.699522694
Gnosis,5.Friday,8,2371,384430,178154,219.2959965
Cosmos,5.Friday,8,957,2996,1459,91.68764261
Solana,5.Friday,9,15129,2267454,11911,188.7545152
NEAR,5.Friday,9,5929,30399,4978,87.46070685
Polygon,5.Friday,9,3296,284887,58071,5137.191987
Osmosis,5.Friday,9,1162,5518,969,23.03089235
Ethereum,5.Friday,9,592,154409,117750,198042.6758
Avalanche,5.Friday,9,3459,8970,2827,806.3701055
Cosmos,5.Friday,9,972,3266,1563,100.0872932
Arbitrum,5.Friday,9,23761,57183,8763,2450.743777
Axelar,5.Friday,9,268,1817,183,15.79456623
BSC,5.Friday,9,2341,365200,169011,61299.23011
Gnosis,5.Friday,9,2341,365200,169011,213.143974
Algorand,5.Friday,9,1928,73810,3265,22.93382893
Flow,5.Friday,9,5259,36981,100,0.608730586
Optimism,5.Friday,9,40116,40116,6515,4474.800593
Avalanche,5.Friday,10,3496,9103,2749,789.3192324
Arbitrum,5.Friday,10,23650,55825,7793,2335.3142
Osmosis,5.Friday,10,1122,3910,905,14.6308652
Axelar,5.Friday,10,324,2191,223,15.71090221
BSC,5.Friday,10,2354,337722,153735,57290.80043
Solana,5.Friday,10,15373,2045888,12388,157.9236888
Flow,5.Friday,10,5224,38225,107,0.667195034
NEAR,5.Friday,10,5906,30593,5051,93.90515738
Cosmos,5.Friday,10,951,3029,1480,91.34037852
Algorand,5.Friday,10,1939,58837,3029,19.76017862
Ethereum,5.Friday,10,594,149770,106154,197801.2879
Optimism,5.Friday,10,38167,38167,6514,4189.46801
Gnosis,5.Friday,10,2354,337722,153735,199.3113425
Polygon,5.Friday,10,3305,277526,58169,4687.334131
Flow,5.Friday,11,5203,37818,87,0.660308055
Algorand,5.Friday,11,1936,144956,3287,39.9564011
Gnosis,5.Friday,11,2312,358160,157079,224.5534727
Osmosis,5.Friday,11,1141,4214,1003,16.06334453
Arbitrum,5.Friday,11,24647,60658,8407,2350.986285
Optimism,5.Friday,11,38858,38858,7619,3930.063569
Polygon,5.Friday,11,3287,260769,51667,7425.511926
Cosmos,5.Friday,11,970,3194,1577,96.33913803
Avalanche,5.Friday,11,3508,10290,3137,901.6899757
Solana,5.Friday,11,15190,2100582,12824,167.1638566
BSC,5.Friday,11,2312,358160,157079,64485.16834
Axelar,5.Friday,11,293,2533,238,19.59889935
Ethereum,5.Friday,11,595,130716,89712,186254.3991
NEAR,5.Friday,11,5973,33607,5642,106.4600788
Cosmos,5.Friday,12,979,3741,1614,131.0657153
NEAR,5.Friday,12,6068,37420,6105,114.7958054
Flow,5.Friday,12,5252,39772,97,0.681404454
Osmosis,5.Friday,12,1148,4440,839,17.02548642
Polygon,5.Friday,12,3281,267516,50474,7815.518962
Axelar,5.Friday,12,238,1877,227,17.55026662
Ethereum,5.Friday,12,596,133625,88019,207845.617
Arbitrum,5.Friday,12,25213,62800,8414,2479.563839
Algorand,5.Friday,12,1935,72159,3727,22.49408499
Optimism,5.Friday,12,41104,41104,8297,4659.763804
BSC,5.Friday,12,2350,370153,160474,68861.34405
Solana,5.Friday,12,14006,1961396,12919,162.1699929
Avalanche,5.Friday,12,3547,12212,3553,1076.956741
Gnosis,5.Friday,12,2350,370153,160474,239.4345364
Gnosis,5.Friday,13,2366,368429,157064,245.5026821
Arbitrum,5.Friday,13,25748,70416,9350,3118.045365
Algorand,5.Friday,13,1926,65623,3646,22.0073411
Flow,5.Friday,13,5209,41081,103,0.70498445
NEAR,5.Friday,13,5976,37548,6285,121.3702491
Polygon,5.Friday,13,3304,273475,49462,16316.5009
BSC,5.Friday,13,2366,368429,157064,70584.09055
Axelar,5.Friday,13,202,1574,221,15.13994153
Optimism,5.Friday,13,45962,45962,9037,5615.691192
Osmosis,5.Friday,13,1167,4674,791,18.19140952
Cosmos,5.Friday,13,980,3520,1782,104.5284112
Solana,5.Friday,13,15233,2332048,14714,198.7420378
Ethereum,5.Friday,13,596,125009,77773,246538.6383
Avalanche,5.Friday,13,3571,16598,4021,2048.942895
Axelar,5.Friday,14,289,2157,297,17.05818145
Flow,5.Friday,14,5280,41601,105,0.711256003
Gnosis,5.Friday,14,2373,357616,159398,235.2924957
Osmosis,5.Friday,14,1164,5019,896,19.64447662
BSC,5.Friday,14,2373,357616,159398,67667.57287
Cosmos,5.Friday,14,1006,3720,1814,112.9803644
Polygon,5.Friday,14,3241,276028,48867,8823.471549
Optimism,5.Friday,14,37000,37000,6741,6482.075704
Arbitrum,5.Friday,14,25192,61831,8531,3847.832344
Avalanche,5.Friday,14,3542,13907,3757,1468.765481
Ethereum,5.Friday,14,595,146950,101230,307095.3014
Algorand,5.Friday,14,1946,116488,4870,32.55083352
Solana,5.Friday,14,15387,2428104,16766,200.4355696
NEAR,5.Friday,14,5991,37847,6695,122.4575238
Axelar,5.Friday,15,361,3524,367,22.5927655
Cosmos,5.Friday,15,1013,3639,1707,116.1020543
Arbitrum,5.Friday,15,24655,59915,8206,3580.797456
Osmosis,5.Friday,15,1165,5867,820,24.61015908
Optimism,5.Friday,15,34044,34044,6073,5686.93977
NEAR,5.Friday,15,5963,36799,6936,118.2737768
Gnosis,5.Friday,15,2351,339502,151294,225.3074983
Polygon,5.Friday,15,3298,263505,51602,6638.428265
Flow,5.Friday,15,5287,39198,101,0.659084578
Solana,5.Friday,15,15086,2383975,15680,198.1350723
Ethereum,5.Friday,15,598,152995,109787,291473.9151
BSC,5.Friday,15,2351,339502,151294,64827.14766
Avalanche,5.Friday,15,3589,21356,4459,2415.071613
Algorand,5.Friday,15,1940,77019,6104,24.0904955
Ethereum,5.Friday,16,597,160205,124042,961798.4107
Gnosis,5.Friday,16,2375,307952,134588,198.4795589
Avalanche,5.Friday,16,3564,21879,4851,2222.570645
Cosmos,5.Friday,16,1000,3564,1709,107.548387
Optimism,5.Friday,16,22574,22574,4424,9702.014134
Polygon,5.Friday,16,3322,270617,56888,5053.276821
Osmosis,5.Friday,16,1150,4261,827,17.14245737
Solana,5.Friday,16,15423,2384263,16063,193.8773976
NEAR,5.Friday,16,5927,39123,7250,119.1073031
BSC,5.Friday,16,2375,307952,134588,57142.54213
Arbitrum,5.Friday,16,25382,64830,8726,4757.848584
Flow,5.Friday,16,5253,34735,92,0.55357812
Axelar,5.Friday,16,514,4206,423,31.97749485
Algorand,5.Friday,16,1933,72806,4650,22.80044198
Flow,5.Friday,17,5210,31092,109,0.490073441
Ethereum,5.Friday,17,596,134514,92901,378986.3112
Solana,5.Friday,17,15253,2384269,15527,188.8321216
Optimism,5.Friday,17,20677,20677,3444,4332.256546
Avalanche,5.Friday,17,3579,20494,4491,2016.955688
Polygon,5.Friday,17,3310,276079,50356,3525.312352
Axelar,5.Friday,17,524,7716,422,46.72392708
BSC,5.Friday,17,2331,247068,111436,44517.72607
Gnosis,5.Friday,17,2331,247068,111436,154.9836755
Osmosis,5.Friday,17,1022,5104,1035,28.58153793
Cosmos,5.Friday,17,981,3541,1738,122.0569815
Arbitrum,5.Friday,17,22512,51547,7078,3363.928152
NEAR,5.Friday,17,5963,38849,7110,117.6023749
Algorand,5.Friday,17,1939,78158,4111,24.98839546
Gnosis,5.Friday,18,2390,245154,126538,147.1383545
NEAR,5.Friday,18,5911,44464,8006,124.6052
Solana,5.Friday,18,15362,2388852,15806,188.6837822
Axelar,5.Friday,18,562,5506,507,38.1472399
Flow,5.Friday,18,5238,41513,102,0.612151259
BSC,5.Friday,18,2390,245154,126538,42265.44437
Arbitrum,5.Friday,18,21991,49389,6719,3259.630589
Optimism,5.Friday,18,19659,19659,3581,3182.830023
Ethereum,5.Friday,18,599,122483,75491,308192.8442
Osmosis,5.Friday,18,1190,6220,1188,31.79315591
Avalanche,5.Friday,18,3558,16577,4112,1573.854689
Algorand,5.Friday,18,1936,81159,3733,24.75715622
Cosmos,5.Friday,18,997,3743,1764,119.452209
Polygon,5.Friday,18,3013,253455,58213,2699.290976
BSC,5.Friday,19,2380,196443,98027,32878.06246
Optimism,5.Friday,19,18042,18042,3769,4965.417852
Avalanche,5.Friday,19,3554,14800,3764,1717.657735
Flow,5.Friday,19,5191,34825,102,0.456251255
Arbitrum,5.Friday,19,22220,50330,6779,2615.853333
Gnosis,5.Friday,19,2380,196443,98027,114.2997659
Axelar,5.Friday,19,434,3778,384,29.86086913
NEAR,5.Friday,19,5953,38290,8775,120.5491992
Cosmos,5.Friday,19,1019,3875,1838,116.9637504
Solana,5.Friday,19,15426,2364111,14411,190.6302623
Osmosis,5.Friday,19,1205,7114,1254,30.033958
Algorand,5.Friday,19,1930,69521,3115,22.22116494
Ethereum,5.Friday,19,593,164965,123372,636073.4196
Polygon,5.Friday,19,3362,240480,50867,2374.420229
Optimism,5.Friday,20,18376,18376,3304,6273.636712
Ethereum,5.Friday,20,598,190018,152977,550665.8152
Axelar,5.Friday,20,419,4282,367,30.29037425
BSC,5.Friday,20,2373,169991,75395,33219.64799
Osmosis,5.Friday,20,1196,6176,1082,25.45664435
Gnosis,5.Friday,20,2373,169991,75395,115.4180634
Algorand,5.Friday,20,1930,71854,3026,22.85721163
Avalanche,5.Friday,20,3568,14391,3635,1647.929885
NEAR,5.Friday,20,6006,36310,7657,112.8802097
Polygon,5.Friday,20,3373,226583,47030,2310.457401
Solana,5.Friday,20,15496,2480106,15919,206.6164838
Flow,5.Friday,20,5171,41917,88,0.960076608
Cosmos,5.Friday,20,1022,3835,1796,124.0245685
Arbitrum,5.Friday,20,20079,44754,6193,2324.509752
BSC,5.Friday,21,2379,165115,74508,34347.10584
Axelar,5.Friday,21,414,4737,374,29.92442738
Polygon,5.Friday,21,3284,236755,42785,2390.5778
Cosmos,5.Friday,21,976,3422,1615,199.0622865
Arbitrum,5.Friday,21,18836,41189,5232,2429.304913
Osmosis,5.Friday,21,1181,5300,977,23.4396451
Algorand,5.Friday,21,1929,65159,2682,22.16503122
Optimism,5.Friday,21,17930,17930,3077,2571.466749
Ethereum,5.Friday,21,595,129025,87239,242897.3814
Solana,5.Friday,21,15616,2233356,14815,170.0040485
Flow,5.Friday,21,5280,40103,113,0.522332608
NEAR,5.Friday,21,5958,32133,6314,99.67120584
Gnosis,5.Friday,21,2379,165115,74508,119.2572383
Avalanche,5.Friday,21,3565,13464,3662,1413.968398
Polygon,5.Friday,22,3327,222520,46000,1832.50497
Flow,5.Friday,22,5230,60197,89,0.730554051
Gnosis,5.Friday,22,2379,161501,71143,118.8670848
Ethereum,5.Friday,22,595,90443,47513,175122.0784
Cosmos,5.Friday,22,991,3592,1698,104.9864264
Solana,5.Friday,22,15564,2009352,16585,158.5764174
Osmosis,5.Friday,22,1185,5337,990,21.68532109
Algorand,5.Friday,22,1949,66029,2542,20.48627811
Optimism,5.Friday,22,18650,18650,3219,1891.731788
Axelar,5.Friday,22,238,2149,261,16.68799916
BSC,5.Friday,22,2379,161501,71143,34232.4775
Arbitrum,5.Friday,22,18224,38867,4821,1835.803632
NEAR,5.Friday,22,5947,28337,5502,91.14673471
Avalanche,5.Friday,22,3528,12082,3512,1118.238418
Axelar,5.Friday,23,186,1763,200,15.74026617
Algorand,5.Friday,23,1938,59165,2013,18.91478997
Optimism,5.Friday,23,18366,18366,3120,1728.323554
Arbitrum,5.Friday,23,16153,34236,4039,1316.926347
Cosmos,5.Friday,23,931,2831,1388,98.13736559
BSC,5.Friday,23,2351,162460,72908,34588.86114
Polygon,5.Friday,23,3338,229502,49101,2340.847452
NEAR,5.Friday,23,5757,25112,4024,80.19784334
Gnosis,5.Friday,23,2351,162460,72908,120.3100804
Flow,5.Friday,23,5232,58513,104,0.957586179
Solana,5.Friday,23,15581,2092767,14653,161.0065427
Ethereum,5.Friday,23,598,81327,42208,170133.1191
Avalanche,5.Friday,23,3508,11162,3187,1282.859993
Osmosis,5.Friday,23,1160,4329,936,18.26317244
Avalanche,6.Saturday,0,3543,12478,3300,1425.398773
Cosmos,6.Saturday,0,950,2783,1266,91.89028589
BSC,6.Saturday,0,2378,200627,93402,37792.62082
Ethereum,6.Saturday,0,597,83891,42266,180607.9154
Solana,6.Saturday,0,15332,2138962,45409,176.4431378
NEAR,6.Saturday,0,5790,25064,3509,70.33761637
Flow,6.Saturday,0,5170,66380,111,1.857126431
Arbitrum,6.Saturday,0,15427,33275,3902,1201.781006
Gnosis,6.Saturday,0,2378,200627,93402,131.1055494
Algorand,6.Saturday,0,1937,56332,2177,18.58091032
Polygon,6.Saturday,0,3302,261240,57759,3619.227403
Optimism,6.Saturday,0,22321,22321,3776,2102.389048
Axelar,6.Saturday,0,3,3,3,0.003629572
Osmosis,6.Saturday,0,1139,4247,980,16.590505
Gnosis,6.Saturday,1,2360,232750,110057,136.4679766
Avalanche,6.Saturday,1,3550,12456,3179,1199.867632
Ethereum,6.Saturday,1,596,82656,42115,185907.3544
Optimism,6.Saturday,1,23243,23243,4143,2197.161909
Arbitrum,6.Saturday,1,14550,30411,3795,1022.765557
BSC,6.Saturday,1,2360,232750,110057,39336.47504
Solana,6.Saturday,1,15424,2044229,22160,161.1546997
Osmosis,6.Saturday,1,1088,3714,892,14.97752833
Algorand,6.Saturday,1,1938,56970,2259,17.97872754
NEAR,6.Saturday,1,5648,19487,2522,58.52224848
Polygon,6.Saturday,1,3263,234039,49014,2168.287918
Flow,6.Saturday,1,5164,64943,99,0.751336191
Cosmos,6.Saturday,1,880,2510,1216,77.90714435
Polygon,6.Saturday,2,3340,246874,50463,2345.485912
NEAR,6.Saturday,2,5583,19207,2458,58.00142585
Ethereum,6.Saturday,2,596,79141,41827,179926.2529
Avalanche,6.Saturday,2,3521,11456,3357,1060.484367
Optimism,6.Saturday,2,30884,30884,5326,3012.389617
Algorand,6.Saturday,2,1945,58880,2399,18.50635676
Gnosis,6.Saturday,2,2355,244723,116020,141.9268841
Arbitrum,6.Saturday,2,16786,35350,4703,1127.179264
Solana,6.Saturday,2,15727,1988232,12899,151.0821943
BSC,6.Saturday,2,2355,244723,116020,40897.42369
Flow,6.Saturday,2,5212,63424,118,0.719947442
Cosmos,6.Saturday,2,889,2320,1126,72.1083195
Osmosis,6.Saturday,2,1110,3946,976,14.78811344
Axelar,6.Saturday,3,55,715,111,5.760492693
BSC,6.Saturday,3,2376,257338,121070,41874.47115
Solana,6.Saturday,3,15392,1943593,11214,149.1800755
Cosmos,6.Saturday,3,873,2247,1162,63.80933397
Arbitrum,6.Saturday,3,17494,36973,4899,1181.637963
Flow,6.Saturday,3,5170,70215,109,0.804506921
Gnosis,6.Saturday,3,2376,257338,121070,145.3058082
Avalanche,6.Saturday,3,3504,9879,3237,872.9158378
Ethereum,6.Saturday,3,598,76428,38975,175344.6739
Algorand,6.Saturday,3,1942,63275,2378,19.77953773
Polygon,6.Saturday,3,3318,263126,59951,2558.041751
NEAR,6.Saturday,3,5479,19402,2315,58.07828867
Optimism,6.Saturday,3,34292,34292,5233,3220.726068
Osmosis,6.Saturday,3,1092,3387,910,12.79628142
Cosmos,6.Saturday,4,855,2205,1071,69.13154058
Avalanche,6.Saturday,4,3499,9419,3043,895.8005422
Axelar,6.Saturday,4,179,1728,172,14.69329645
Solana,6.Saturday,4,15477,1955156,10824,152.1353445
Gnosis,6.Saturday,4,2341,275423,124768,148.2181165
Osmosis,6.Saturday,4,1077,3407,933,11.62972737
Arbitrum,6.Saturday,4,17366,37214,4766,1206.651925
NEAR,6.Saturday,4,5539,18119,2347,50.93557669
BSC,6.Saturday,4,2341,275423,124768,42696.96527
Polygon,6.Saturday,4,3393,265909,58116,2546.215962
Optimism,6.Saturday,4,29801,29801,5106,2802.291105
Ethereum,6.Saturday,4,598,97680,62588,170051.7759
Algorand,6.Saturday,4,1931,59260,2904,18.77634496
Flow,6.Saturday,4,5192,65427,97,1.651770617
Flow,6.Saturday,5,5222,61018,83,1.984157916
Osmosis,6.Saturday,5,1079,3055,913,10.77145899
Optimism,6.Saturday,5,33897,33897,5764,3189.636644
Gnosis,6.Saturday,5,2365,260815,120542,143.9545001
Cosmos,6.Saturday,5,855,2171,1088,67.33916737
Ethereum,6.Saturday,5,596,72314,32936,167565.3167
Axelar,6.Saturday,5,110,1483,142,15.39107299
Polygon,6.Saturday,5,3345,245393,54353,2489.406249
Algorand,6.Saturday,5,1926,58245,2632,18.30793523
NEAR,6.Saturday,5,5683,18490,2640,50.58311511
Arbitrum,6.Saturday,5,19661,44642,6588,1440.601856
Solana,6.Saturday,5,15675,1947414,10385,149.9123226
BSC,6.Saturday,5,2365,260815,120542,41487.3808
Avalanche,6.Saturday,5,3456,8694,2806,719.7526196
Algorand,6.Saturday,6,1943,61601,2592,19.11947193
Arbitrum,6.Saturday,6,21120,46599,6366,1604.148805
Osmosis,6.Saturday,6,1112,3715,914,13.54752232
Polygon,6.Saturday,6,3360,258055,58971,2390.819839
Cosmos,6.Saturday,6,873,2216,1139,69.64400489
Gnosis,6.Saturday,6,2365,269945,123196,155.982913
Flow,6.Saturday,6,5231,53814,90,0.685535191
Solana,6.Saturday,6,15753,1977644,10805,154.0777964
Axelar,6.Saturday,6,83,1039,108,13.57284429
NEAR,6.Saturday,6,5800,20434,2923,54.84662727
Avalanche,6.Saturday,6,3504,9806,2878,1216.646258
BSC,6.Saturday,6,2365,269945,123196,44937.31689
Ethereum,6.Saturday,6,597,97023,62265,182587.9813
Optimism,6.Saturday,6,42417,42417,6611,4347.922501
Optimism,6.Saturday,7,44476,44476,6902,4196.254957
Polygon,6.Saturday,7,3286,272614,59842,3189.212141
Solana,6.Saturday,7,15499,2025441,11450,169.9229818
Flow,6.Saturday,7,5202,44258,76,0.606738977
Avalanche,6.Saturday,7,3489,10193,3058,1506.519893
Arbitrum,6.Saturday,7,22596,51637,7223,1807.296749
BSC,6.Saturday,7,2350,286213,128987,49451.65112
Cosmos,6.Saturday,7,905,2598,1288,79.49426556
Ethereum,6.Saturday,7,596,89650,47540,167730.2228
NEAR,6.Saturday,7,6027,23916,3694,64.27754335
Algorand,6.Saturday,7,1921,73499,2574,22.67086177
Osmosis,6.Saturday,7,1151,4600,1070,17.8994378
Gnosis,6.Saturday,7,2350,286213,128987,171.7209115
Axelar,6.Saturday,7,405,3226,352,26.33403613
Axelar,6.Saturday,8,359,3567,310,30.71448878
Polygon,6.Saturday,8,3246,256661,52348,4758.744814
Flow,6.Saturday,8,5141,42619,78,0.64124578
Arbitrum,6.Saturday,8,23434,53940,7883,1900.189542
BSC,6.Saturday,8,2341,297140,135144,47547.58147
NEAR,6.Saturday,8,5958,25886,4339,72.30538194
Cosmos,6.Saturday,8,941,2943,1391,92.23779294
Avalanche,6.Saturday,8,3524,10935,3175,998.8611699
Gnosis,6.Saturday,8,2341,297140,135144,165.0530949
Optimism,6.Saturday,8,48367,48367,7820,4473.199853
Osmosis,6.Saturday,8,1176,4866,1130,18.78167639
Ethereum,6.Saturday,8,598,71307,33107,165325.2765
Solana,6.Saturday,8,15507,1971393,11368,159.7890112
Algorand,6.Saturday,8,1929,59510,2907,18.88996902
Avalanche,6.Saturday,9,3544,12312,3220,1041.33564
Cosmos,6.Saturday,9,941,3158,1522,120.1680083
Polygon,6.Saturday,9,3274,273680,58159,3895.245228
Algorand,6.Saturday,9,1935,58871,2543,18.99916253
Axelar,6.Saturday,9,323,3249,319,31.01873904
BSC,6.Saturday,9,2351,304885,138440,49453.90781
Arbitrum,6.Saturday,9,24272,56649,7905,1896.147031
Solana,6.Saturday,9,15645,1972558,11512,152.5064985
Flow,6.Saturday,9,5152,40058,91,0.591670573
Ethereum,6.Saturday,9,595,74065,34339,164522.9281
Osmosis,6.Saturday,9,1184,5009,1227,21.84329431
Optimism,6.Saturday,9,48321,48321,7627,4458.311617
Gnosis,6.Saturday,9,2351,304885,138440,171.6932674
NEAR,6.Saturday,9,6060,28895,4846,79.01684723
Ethereum,6.Saturday,10,597,70675,32748,155400.5974
Optimism,6.Saturday,10,41185,41185,6701,3704.282761
Polygon,6.Saturday,10,3249,263058,58110,3620.003055
Gnosis,6.Saturday,10,2355,304677,137029,174.6168155
Flow,6.Saturday,10,5147,41902,108,0.632472189
Osmosis,6.Saturday,10,1167,4628,1023,19.30042744
Axelar,6.Saturday,10,376,3139,287,28.24386944
Cosmos,6.Saturday,10,965,3104,1530,100.2726982
Solana,6.Saturday,10,15635,1982699,12097,160.6846154
Arbitrum,6.Saturday,10,23498,53397,7312,1764.491213
Algorand,6.Saturday,10,1937,53881,2456,17.31806568
NEAR,6.Saturday,10,5953,29031,4977,84.2342388
Avalanche,6.Saturday,10,3512,10022,3046,886.2429726
BSC,6.Saturday,10,2355,304677,137029,50293.49152
Axelar,6.Saturday,11,443,4388,367,33.88509703
Gnosis,6.Saturday,11,2340,311846,137326,183.0175706
Optimism,6.Saturday,11,42205,42205,7033,3846.712714
Solana,6.Saturday,11,15401,2036926,12730,166.6570433
Flow,6.Saturday,11,5168,42888,84,0.643494911
NEAR,6.Saturday,11,6099,30471,5550,92.06149794
Polygon,6.Saturday,11,3367,273120,56044,3613.486231
Osmosis,6.Saturday,11,1162,4557,937,18.08153096
Algorand,6.Saturday,11,1939,145096,2823,39.62478435
Ethereum,6.Saturday,11,596,74857,35423,158063.2149
Avalanche,6.Saturday,11,3528,10991,3255,984.9619801
Arbitrum,6.Saturday,11,24062,56648,7597,1972.091707
BSC,6.Saturday,11,2340,311846,137326,52711.41434
Cosmos,6.Saturday,11,952,3124,1559,97.06958648
Algorand,6.Saturday,12,1935,74481,3344,22.63602984
Ethereum,6.Saturday,12,599,90216,49572,166219.5556
Flow,6.Saturday,12,5149,36912,90,0.620402272
Arbitrum,6.Saturday,12,24938,59569,8437,2070.559884
Solana,6.Saturday,12,15524,1993734,13461,159.6753925
Optimism,6.Saturday,12,45560,45560,7441,4364.307303
Osmosis,6.Saturday,12,1141,4281,1028,17.10724797
Cosmos,6.Saturday,12,971,3262,1574,103.6386355
NEAR,6.Saturday,12,6004,32353,5858,101.6662542
Axelar,6.Saturday,12,270,2457,280,16.96052446
Polygon,6.Saturday,12,3404,282175,63135,3617.136499
Gnosis,6.Saturday,12,2335,321962,139269,212.3539263
Avalanche,6.Saturday,12,3538,12088,3227,995.1680544
BSC,6.Saturday,12,2335,321962,139269,61178.15703
Gnosis,6.Saturday,13,2336,327380,141542,223.5757231
Osmosis,6.Saturday,13,1162,4443,960,19.1901226
BSC,6.Saturday,13,2336,327380,141542,64421.5694
Axelar,6.Saturday,13,259,2162,265,17.09985993
Arbitrum,6.Saturday,13,24989,59708,8416,2133.939362
Algorand,6.Saturday,13,1940,61039,4086,19.73429459
Optimism,6.Saturday,13,43577,43577,7183,4645.749116
NEAR,6.Saturday,13,5988,33445,5996,105.6011694
Flow,6.Saturday,13,5191,38733,86,0.640952
Avalanche,6.Saturday,13,3540,12041,3542,972.8364233
Ethereum,6.Saturday,13,595,90620,49462,191442.7795
Cosmos,6.Saturday,13,992,3396,1653,109.345696
Solana,6.Saturday,13,15545,1952981,13721,160.1596143
Polygon,6.Saturday,13,3474,279952,59778,3426.771071
Axelar,6.Saturday,14,237,1503,213,13.57418324
Arbitrum,6.Saturday,14,24890,59461,8252,2391.319831
Polygon,6.Saturday,14,3398,304693,69090,3340.724231
Ethereum,6.Saturday,14,596,114218,73900,215511.1217
Algorand,6.Saturday,14,1941,87975,3841,26.91140971
Gnosis,6.Saturday,14,2334,335888,148696,236.0644287
Optimism,6.Saturday,14,36893,36893,6095,4818.92571
Avalanche,6.Saturday,14,3538,11856,3530,1061.930375
BSC,6.Saturday,14,2334,335888,148696,68066.47174
Flow,6.Saturday,14,5217,39546,90,0.657388776
Solana,6.Saturday,14,15488,1964016,15386,165.9136134
NEAR,6.Saturday,14,5933,35451,6518,111.9624961
Osmosis,6.Saturday,14,1173,4867,904,18.65499942
Cosmos,6.Saturday,14,1003,3398,1643,226.1171322
Osmosis,6.Saturday,15,1134,4572,920,18.15950221
NEAR,6.Saturday,15,5968,41959,7172,120.8365339
Arbitrum,6.Saturday,15,24724,59952,8104,2411.819284
Polygon,6.Saturday,15,3412,268324,57533,3512.469126
Algorand,6.Saturday,15,1935,67406,4189,20.66731138
Cosmos,6.Saturday,15,993,3575,1747,187.2399017
Solana,6.Saturday,15,15451,1995461,14707,155.5668406
BSC,6.Saturday,15,2357,313969,140485,60991.58723
Flow,6.Saturday,15,5154,38802,88,0.6235811
Avalanche,6.Saturday,15,3537,11420,3431,963.5542776
Optimism,6.Saturday,15,37278,37278,6244,3952.17598
Gnosis,6.Saturday,15,2357,313969,140485,211.6594646
Axelar,6.Saturday,15,243,2074,261,15.11938562
Ethereum,6.Saturday,15,595,105248,60269,193203.031
Ethereum,6.Saturday,16,599,117020,70993,206994.6733
Axelar,6.Saturday,16,274,2430,296,16.29260805
Avalanche,6.Saturday,16,3528,10483,3513,972.8695625
BSC,6.Saturday,16,2345,294810,122797,55629.86465
Polygon,6.Saturday,16,3317,263561,59568,3311.285451
Gnosis,6.Saturday,16,2345,294810,122797,193.084465
Flow,6.Saturday,16,5224,35989,100,0.563289403
Arbitrum,6.Saturday,16,24484,57555,7840,2268.217065
Solana,6.Saturday,16,15408,2006386,15852,165.8704524
Cosmos,6.Saturday,16,995,3335,1671,119.5258423
Optimism,6.Saturday,16,30992,30992,5254,3651.531478
NEAR,6.Saturday,16,5914,35558,6619,111.2074168
Osmosis,6.Saturday,16,1148,3999,783,15.47288667
Algorand,6.Saturday,16,1941,69651,3584,22.19186957
Algorand,6.Saturday,17,1943,76010,3640,23.10368727
Gnosis,6.Saturday,17,2294,253505,108854,171.9683582
BSC,6.Saturday,17,2294,253505,108854,49530.45509
NEAR,6.Saturday,17,5996,34724,6382,110.0534341
Polygon,6.Saturday,17,3423,271914,59793,2617.566447
Arbitrum,6.Saturday,17,24552,57461,7688,2380.674913
Flow,6.Saturday,17,5246,37028,86,0.673298823
Avalanche,6.Saturday,17,3549,12752,3738,1159.708427
Ethereum,6.Saturday,17,593,93829,49552,183010.9519
Axelar,6.Saturday,17,464,5329,661,22.31294903
Cosmos,6.Saturday,17,1028,5993,2505,286.6753101
Optimism,6.Saturday,17,32420,32420,5367,3323.677511
