Blockchain,Day,Hour,Swaps,Swappers,Volume,AmountAverage,AmountMedian
NEAR,3.Wednesday,10,46,23,159811.2376,2708.665044,36.67539527
THORChain,3.Wednesday,10,499,35,450018.6197,636.5185569,439.959428
Optimism,3.Wednesday,10,2487,1182,1090480.697,438.4723349,21.63796327
Avalanche,3.Wednesday,10,1269,872,173544.9965,136.7572865,1.003223466
Gnosis,3.Wednesday,10,94,47,7549.379406,80.31254687,1.688733623
BSC,3.Wednesday,10,19878,11697,6049520.556,304.3324558,39.52877719
Polygon,3.Wednesday,11,3618,2110,1337764.142,369.7523886,2.071686963
Ethereum,3.Wednesday,11,1972,133,40208415.76,15798.98458,495.5090177
NEAR,3.Wednesday,11,111,37,88130.76132,652.8204542,70.22674006
Flow,3.Wednesday,11,12,11,7801.054514,325.0439381,34.54013714
Solana,3.Wednesday,11,1882,372,325056.5512,172.7186776,8.668100091
Arbitrum,3.Wednesday,11,2913,1413,1611471.79,553.2000652,1.532914405
Gnosis,3.Wednesday,11,104,41,2998.936802,28.83593079,0.97101884
Algorand,3.Wednesday,11,297,74,8362.453699,27.1508237,2.010407034
Optimism,3.Wednesday,11,3231,1445,2176703.337,673.6933882,20.99597069
BSC,3.Wednesday,11,23045,12693,10061119.83,436.5858031,46.07165983
Avalanche,3.Wednesday,11,1723,1113,572831.6707,332.4617938,2.397926514
THORChain,3.Wednesday,11,716,39,715232.6571,667.817607,445.559332
THORChain,3.Wednesday,12,432,43,396960.9205,535.7097442,399.7744185
Flow,3.Wednesday,12,11,9,3218.233318,153.2492056,51.79135646
Arbitrum,3.Wednesday,12,3438,1619,2018795.675,587.2006034,6.603775887
Avalanche,3.Wednesday,12,1761,1092,267212.4419,151.7390357,1.371233077
BSC,3.Wednesday,12,24263,13854,8160418.142,336.3317868,45.98561137
Gnosis,3.Wednesday,12,86,39,3466.328749,40.30614825,1.241114136
NEAR,3.Wednesday,12,93,34,103457.1378,841.1149418,102.5433652
Ethereum,3.Wednesday,12,2376,147,34253342.22,10971.60225,527.0924282
Solana,3.Wednesday,12,27619,465,1472721.121,53.31503172,0.501018156
Algorand,3.Wednesday,12,290,64,4197.262845,14.22800964,2.073736078
Polygon,3.Wednesday,12,3767,2169,1992535.53,528.9449243,4.064129818
Optimism,3.Wednesday,12,3223,1484,2574524.44,798.7975304,21.99475344
Flow,3.Wednesday,13,16,10,8427.302124,263.3531914,152.9712361
Algorand,3.Wednesday,13,222,80,9750.705698,43.33646977,1.643463465
Arbitrum,3.Wednesday,13,3521,1700,2601643.586,738.8933787,6.13361708
BSC,3.Wednesday,13,30560,17412,11604586.49,379.7312334,29.95233955
THORChain,3.Wednesday,13,536,36,439968.5832,562.6196716,438.347398
Polygon,3.Wednesday,13,3960,2175,1937154.043,489.1803139,5.051898583
Optimism,3.Wednesday,13,2905,1499,1827058.369,628.9357553,20.99596569
Solana,3.Wednesday,13,4838,481,692839.9315,143.1783285,3.903867282
Gnosis,3.Wednesday,13,147,45,4040.747487,27.48807815,0.994092004
Avalanche,3.Wednesday,13,1638,1139,325881.651,198.9509469,1.374332076
NEAR,3.Wednesday,13,74,33,111372.9941,1223.879056,58.87000224
Ethereum,3.Wednesday,13,2378,165,39560974.86,12667.61923,526.04
NEAR,3.Wednesday,14,102,36,135156.204,1175.271339,51.48960734
Flow,3.Wednesday,14,8,4,233.0351575,17.92578135,5.02999998
Arbitrum,3.Wednesday,14,4089,1661,3523810.783,861.7781324,11.00380662
Polygon,3.Wednesday,14,4327,2252,3396111.401,784.8651261,9.368799231
THORChain,3.Wednesday,14,678,36,516843.6366,517.3609976,437.8536766
Gnosis,3.Wednesday,14,91,35,6926.370377,76.11396019,4.608733559
Optimism,3.Wednesday,14,3916,1777,4529767.259,1156.733212,27.49236456
Solana,3.Wednesday,14,17518,528,659745.2289,37.65884062,0.500776948
BSC,3.Wednesday,14,29694,17054,16411403.73,552.6841696,30.11786671
Algorand,3.Wednesday,14,535,87,26198.76702,48.42655641,2.455997755
Avalanche,3.Wednesday,14,1731,1093,933214.3289,539.1186187,4.104284823
Ethereum,3.Wednesday,14,3232,194,63743361.38,14616.68456,701.4913975
Flow,3.Wednesday,15,12,10,5275.718418,239.8053827,132.6559987
Algorand,3.Wednesday,15,328,83,15179.81751,45.04396887,1.951022945
Arbitrum,3.Wednesday,15,3441,1554,2971584.189,863.5815718,10.27554333
Ethereum,3.Wednesday,15,2719,155,63213755.83,17544.75599,669.9
Polygon,3.Wednesday,15,4141,2195,2325534.802,561.587733,8.388944049
THORChain,3.Wednesday,15,695,54,652387.6074,588.7974796,346.5115726
Solana,3.Wednesday,15,20103,649,1141437.749,56.77100116,1.00139576
Avalanche,3.Wednesday,15,1473,914,271380.9879,184.2369232,6.510436698
Gnosis,3.Wednesday,15,386,81,25378.86598,65.74835747,0.836168231
NEAR,3.Wednesday,15,55,25,94627.55219,1478.555503,22.90607579
BSC,3.Wednesday,15,27046,15828,11200314.35,414.1209182,30.44873272
Optimism,3.Wednesday,15,2732,1245,2731461.55,999.8029098,27.95741954
Algorand,3.Wednesday,16,278,85,20082.02402,72.23749648,2.329072817
Ethereum,3.Wednesday,16,2725,156,101822495.8,28561.70991,699.2134398
Polygon,3.Wednesday,16,4325,2199,2399945.607,554.9007184,13.94632758
Avalanche,3.Wednesday,16,1934,1076,710531.5421,367.3896288,10.87636472
Arbitrum,3.Wednesday,16,3371,1412,2733695.383,810.9449372,13.80921663
NEAR,3.Wednesday,16,50,22,14264.97086,259.3631066,23.49124601
Flow,3.Wednesday,16,12,10,1319.36535,62.82692145,14.91907698
Solana,3.Wednesday,16,14070,796,1569346.453,111.3880654,2.027296609
BSC,3.Wednesday,16,22503,12826,9822238.717,436.4857449,31.53693404
THORChain,3.Wednesday,16,744,55,681649.2915,604.8352187,412.4357956
Gnosis,3.Wednesday,16,75,34,5555.372746,74.07163661,4.432664343
Optimism,3.Wednesday,16,2516,1186,2878138.348,1143.93416,21.00085477
THORChain,3.Wednesday,17,309,34,350990.1979,703.3871702,443.9355709
Avalanche,3.Wednesday,17,1306,866,337636.1546,258.5269177,3.49332029
Arbitrum,3.Wednesday,17,2642,1278,1797977.102,680.5363747,6.671989349
NEAR,3.Wednesday,17,49,20,31297.66833,549.0819006,29.14567762
Ethereum,3.Wednesday,17,2173,116,22388234.81,8041.751009,577.9597683
Polygon,3.Wednesday,17,3424,1890,994848.0536,290.5514175,7.385586333
Flow,3.Wednesday,17,18,14,13730.29673,457.6765578,85.24407302
BSC,3.Wednesday,17,19955,11185,8573046.572,429.6189713,27.24811449
Gnosis,3.Wednesday,17,36,28,1437.364995,39.92680541,6.378895517
Solana,3.Wednesday,17,16539,600,879989.1197,53.19726271,1.00140677
Optimism,3.Wednesday,17,1594,791,882234.6426,553.4721723,21.99475344
Algorand,3.Wednesday,17,336,71,8456.496129,25.01921932,1.416886098
Solana,3.Wednesday,18,12588,632,1290719.321,102.5112637,3.004033149
Optimism,3.Wednesday,18,2895,967,5883888.657,2032.431315,39.9904608
Flow,3.Wednesday,18,16,10,2952.585973,109.355036,24.42863803
Arbitrum,3.Wednesday,18,3960,1321,8233381.285,2079.136688,260.5290343
Algorand,3.Wednesday,18,592,92,31743.48936,50.62757474,2.853589109
THORChain,3.Wednesday,18,1716,59,2407408.444,940.7614084,446.491177
NEAR,3.Wednesday,18,111,24,497643.8578,4253.366306,562.0998406
Gnosis,3.Wednesday,18,146,50,17589.21792,120.4740953,4.335414948
BSC,3.Wednesday,18,20423,10383,14365499.89,703.398124,37.3819003
Avalanche,3.Wednesday,18,1893,833,848965.7116,448.47634,83.76469692
Polygon,3.Wednesday,18,5847,2400,7546698.048,1290.69575,37.59107656
Ethereum,3.Wednesday,18,3120,177,98349392.12,24075.73859,1291.5
Polygon,3.Wednesday,19,9369,2376,16872834.34,1800.921586,183.0038605
Solana,3.Wednesday,19,16905,750,2549104.16,150.6117672,7.118772633
Algorand,3.Wednesday,19,1022,75,145095.9336,136.6251729,11.18430666
Flow,3.Wednesday,19,35,13,10074.89762,157.4202754,45.54019608
THORChain,3.Wednesday,19,2930,56,4969592.724,1063.697073,445.1049105
Gnosis,3.Wednesday,19,284,58,36596.35217,128.860395,2.326718236
Optimism,3.Wednesday,19,4272,783,16711898.58,3911.961278,224.0133371
Avalanche,3.Wednesday,19,2562,802,1551491.046,605.5780821,205.8000821
BSC,3.Wednesday,19,22844,9281,20060116.27,878.1350145,89.77999838
NEAR,3.Wednesday,19,326,36,644003.868,1712.776245,500.3944557
Arbitrum,3.Wednesday,19,6697,1321,19092187.98,2850.856799,923.4935307
Ethereum,3.Wednesday,19,4173,222,203624093,36161.26674,1821.71
Polygon,3.Wednesday,20,5291,1837,5939501.402,1122.566887,64.70865317
BSC,3.Wednesday,20,15842,8127,8375079.934,528.6630434,50.21709214
Arbitrum,3.Wednesday,20,3044,1041,5164544.402,1696.630881,383.5156595
Algorand,3.Wednesday,20,418,73,26934.79138,63.22720982,7.472599954
Solana,3.Wednesday,20,10617,509,1086053.071,102.2841468,2.122041643
Ethereum,3.Wednesday,20,2759,160,68929596.14,18817.79856,948.9716857
Optimism,3.Wednesday,20,2644,747,5587213.633,2113.167032,36.34133846
Gnosis,3.Wednesday,20,130,41,11430.49208,87.92686218,2.644847524
Avalanche,3.Wednesday,20,1160,605,578165.2946,498.4183575,27.22174951
NEAR,3.Wednesday,20,67,24,58816.36819,794.8157864,86.10833798
THORChain,3.Wednesday,20,1477,61,1345302.909,618.2458222,440.3437271
Flow,3.Wednesday,20,10,5,19512.60389,696.8787103,498.2448925
THORChain,3.Wednesday,21,512,35,626019.0887,791.4274194,432.1741476
BSC,3.Wednesday,21,14585,7949,11194318.67,767.5227059,36.69279687
Arbitrum,3.Wednesday,21,2103,965,1648072.683,783.6769774,6.620927002
NEAR,3.Wednesday,21,30,15,3358.253215,98.7721534,7.851351078
Polygon,3.Wednesday,21,2935,1532,1472119.069,501.5737885,8.70766652
Gnosis,3.Wednesday,21,86,41,6229.355941,72.4343714,0.22872335
Flow,3.Wednesday,21,7,7,592.5346755,45.57959042,20.01419427
Algorand,3.Wednesday,21,350,57,7505.028867,21.38184863,2.050682013
Optimism,3.Wednesday,21,1590,794,1278820.477,804.2896083,21.99375018
Avalanche,3.Wednesday,21,863,473,244581.5585,283.4085266,38.64602517
Solana,3.Wednesday,21,1947,399,217624.1995,111.7741138,4.270807351
Ethereum,3.Wednesday,21,2191,138,29122246.14,10341.70673,508.6251901
BSC,3.Wednesday,22,13487,7624,7804071.995,578.6366127,35.42254883
Algorand,3.Wednesday,22,147,47,2078.473524,13.94948674,2.096101557
Flow,3.Wednesday,22,17,15,13023.50903,434.1169676,53.23816266
Optimism,3.Wednesday,22,1502,727,1371053.775,912.8187586,20.99585545
Avalanche,3.Wednesday,22,682,431,452337.7662,663.2518566,27.62860244
NEAR,3.Wednesday,22,38,20,125013.3716,3049.106624,18.65178558
Arbitrum,3.Wednesday,22,2138,916,2403199.321,1124.040843,10.08718101
THORChain,3.Wednesday,22,713,42,889337.9271,906.5626168,443.0978604
Polygon,3.Wednesday,22,2553,1295,1238135.778,484.9728862,11.13869277
Ethereum,3.Wednesday,22,2152,136,89213250.53,32091.09731,519.890412
Solana,3.Wednesday,22,3470,387,376573.6915,108.4914121,10.01012731
Gnosis,3.Wednesday,22,90,31,3774.912609,41.94347343,0.722744016
Polygon,3.Wednesday,23,2407,1224,1335887.19,555.0009099,11.10672848
Optimism,3.Wednesday,23,1428,657,1764214.628,1235.444417,20.99585545
NEAR,3.Wednesday,23,52,22,63067.5062,1087.370797,81.15521597
Flow,3.Wednesday,23,7,6,590.5082162,42.1791583,30.0632914
Solana,3.Wednesday,23,3705,384,744761.8832,200.8527193,5.002957124
BSC,3.Wednesday,23,14390,8039,9340697.772,649.1103386,37.79313479
Gnosis,3.Wednesday,23,49,29,3150.247051,64.29075614,1.001104079
Arbitrum,3.Wednesday,23,1544,809,1843424.478,1193.92777,26.44173344
THORChain,3.Wednesday,23,449,27,307366.5255,513.1327638,441.2309986
Avalanche,3.Wednesday,23,575,363,217541.0101,378.3321915,18.95813494
Ethereum,3.Wednesday,23,2033,148,57136551.46,21248.25268,502.2935221
Algorand,3.Wednesday,23,171,63,5285.872101,30.73181454,3.57136144
NEAR,4.Thursday,0,28,13,17804.79493,481.2106739,7.304773175
Avalanche,4.Thursday,0,686,403,540400.3781,787.7556532,35.22321386
Solana,4.Thursday,0,3907,360,517308.3097,132.3377615,5.011069201
Arbitrum,4.Thursday,0,2069,1149,1526261.933,737.6809729,6.959671998
Optimism,4.Thursday,0,2137,790,2347957.949,1098.716869,20.98909306
THORChain,4.Thursday,0,639,27,562597.9701,620.2844213,439.446318
Polygon,4.Thursday,0,2307,1157,1449896.783,628.477149,9.641128595
Flow,4.Thursday,0,12,7,2336.74772,89.87491229,0.923384756
BSC,4.Thursday,0,16824,9313,8374507.831,497.7715068,39.3090842
Gnosis,4.Thursday,0,55,26,3739.494953,67.99081734,4.20617731
Ethereum,4.Thursday,0,2014,129,27309365.74,10399.60615,452.6207815
Algorand,4.Thursday,0,363,62,19641.77796,52.37807457,3.117331684
Avalanche,4.Thursday,1,1577,605,1113604.889,706.1540194,156.4957665
Solana,4.Thursday,1,11980,348,934841.8342,77.90997868,4.568883665
Arbitrum,4.Thursday,1,3479,1462,5171800.833,1486.576842,84.46037855
Optimism,4.Thursday,1,2453,824,3785844.162,1543.352695,22.84444472
Gnosis,4.Thursday,1,294,51,25619.23771,87.14026432,1.248996879
THORChain,4.Thursday,1,1110,31,1218180.473,708.6564704,429.8148141
Algorand,4.Thursday,1,839,67,64093.06995,73.50122701,4.582054385
Polygon,4.Thursday,1,4311,1714,5723179.133,1327.575767,75.52629048
NEAR,4.Thursday,1,197,32,433207.236,1705.540299,10.62142281
Flow,4.Thursday,1,23,10,6216.830786,138.1517952,0.940003456
BSC,4.Thursday,1,18407,9622,11062652.14,601.0024522,50.392515
Ethereum,4.Thursday,1,2726,196,54349860.92,14235.16525,807.6758955
Polygon,4.Thursday,2,3654,1760,2753370.153,753.5222093,38.49942305
THORChain,4.Thursday,2,507,26,353363.7512,460.7089325,399.6002487
Ethereum,4.Thursday,2,2327,141,39391869.5,12702.95695,615.5357393
Osmosis,4.Thursday,2,90,56,27782.42422,308.6936025,17.87921478
Gnosis,4.Thursday,2,55,21,2780.286328,50.55066051,0.080847686
Arbitrum,4.Thursday,2,2987,1411,1772360.972,593.3582096,1.986743545
Avalanche,4.Thursday,2,1045,501,595671.618,570.020687,88.61909318
Flow,4.Thursday,2,13,9,5346.253525,281.3817645,142.172533
Solana,4.Thursday,2,5599,271,311590.7503,55.63127125,1.001856855
BSC,4.Thursday,2,17549,10146,8904740.462,507.4215318,49.11896411
Optimism,4.Thursday,2,2360,1057,1305695.309,553.260724,21.65586835
NEAR,4.Thursday,2,65,20,139477.9189,1788.178448,164.8445061
Algorand,4.Thursday,2,276,63,13406.81359,47.88147712,2.201838298
Solana,4.Thursday,3,16667,378,787967.4867,47.25725601,1.001948004
Arbitrum,4.Thursday,3,2482,1325,778841.6984,313.7960106,0.981743081
Polygon,4.Thursday,3,2800,1516,1371930.304,489.9751086,11.1713947
Osmosis,4.Thursday,3,729,215,435701.2578,597.6697638,17.02196921
Algorand,4.Thursday,3,292,52,15975.44727,53.42958954,1.382959749
Avalanche,4.Thursday,3,938,517,543726.4119,579.6656844,47.59030333
Ethereum,4.Thursday,3,1984,125,22864837.62,9238.318231,359.67
Gnosis,4.Thursday,3,53,28,1796.848753,33.90280666,2.324710012
THORChain,4.Thursday,3,378,38,430760.1706,749.1481228,400.3120525
BSC,4.Thursday,3,18680,10955,7602602.43,406.9915648,44.55939665
Flow,4.Thursday,3,2,1,100.9529254,50.47646268,50.47646268
Optimism,4.Thursday,3,2382,1022,1004274.445,421.6097586,22.50407504
NEAR,4.Thursday,3,77,17,29954.35645,322.0898543,67.16867193
Flow,4.Thursday,4,1,1,1.070889551,0.535444775,0.535444775
THORChain,4.Thursday,4,258,20,163739.6167,442.5395045,415.2637543
Avalanche,4.Thursday,4,597,383,395281.5432,662.1131376,9.706926766
BSC,4.Thursday,4,19314,11493,7970739.73,412.6923335,39.80069294
Arbitrum,4.Thursday,4,2185,1166,1109930.986,507.977568,0.992320786
Ethereum,4.Thursday,4,1822,122,17730958.62,7403.323015,410.12
Osmosis,4.Thursday,4,395,197,90560.57374,229.2672753,22.11792248
Gnosis,4.Thursday,4,39,24,1564.209528,40.10793662,3.241733468
Algorand,4.Thursday,4,129,57,3703.274302,28.26926948,1.053855541
NEAR,4.Thursday,4,32,11,15971.27641,483.9780731,48.7933224
Solana,4.Thursday,4,2176,289,246195.6477,113.089411,3.002714881
Optimism,4.Thursday,4,1926,959,1053319.419,546.8948177,21.64315811
Polygon,4.Thursday,4,2387,1412,784450.3676,328.634423,6.525772765
Solana,4.Thursday,5,1390,247,183280.0275,131.7613426,10.7142293
Ethereum,4.Thursday,5,1940,128,48579074.46,19462.77022,440.7134469
Gnosis,4.Thursday,5,32,21,999.6571363,31.23928551,3.344628144
Algorand,4.Thursday,5,142,57,1256.76663,8.788577833,0.764108373
BSC,4.Thursday,5,18298,11434,7581060.988,414.3109076,36.61429504
Avalanche,4.Thursday,5,724,472,222929.1902,307.9132461,9.941493236
Flow,4.Thursday,5,5,5,5856.724045,650.7471161,323.9928368
Osmosis,4.Thursday,5,499,217,217648.2412,436.1688201,57.8609536
Arbitrum,4.Thursday,5,2499,1317,1476332.979,590.7694996,0.604921251
THORChain,4.Thursday,5,287,16,192763.0854,504.6154067,432.6557045
NEAR,4.Thursday,5,52,20,47296.45311,801.6347984,30.11195609
Polygon,4.Thursday,5,2506,1380,1447001.34,577.4147406,9.831125971
Optimism,4.Thursday,5,2111,1099,808093.5855,382.8013195,25.84524155
Arbitrum,4.Thursday,6,2843,1453,757367.631,266.3973377,0.160258807
Avalanche,4.Thursday,6,742,453,373218.2487,502.9895536,9.658246114
Ethereum,4.Thursday,6,1811,132,25644929.28,11169.39428,459.1778183
Polygon,4.Thursday,6,2383,1448,1166144.894,489.3600057,6.371655932
Osmosis,4.Thursday,6,384,204,110465.1786,287.669736,24.26978801
Solana,4.Thursday,6,2961,302,236002.6595,79.67679255,10.01697043
Algorand,4.Thursday,6,241,54,11135.30071,44.90040608,2.646790705
THORChain,4.Thursday,6,194,18,121828.4443,417.2206996,330.6663486
BSC,4.Thursday,6,19878,12191,7825988.139,393.7009829,34.79589331
Gnosis,4.Thursday,6,154,38,1018.470998,6.61344804,1.000225
Optimism,4.Thursday,6,2006,1072,1535098.602,765.2535403,21.91924757
Flow,4.Thursday,6,2,2,147.031146,49.01038201,46.09983694
NEAR,4.Thursday,6,39,13,123624.0568,3015.220898,21.48650206
THORChain,4.Thursday,7,430,25,326881.3945,567.5024211,436.1566325
Arbitrum,4.Thursday,7,3599,1685,896516.8321,249.1016483,0.198571701
Polygon,4.Thursday,7,2644,1588,1224011.176,462.9391742,5.94982702
Gnosis,4.Thursday,7,86,32,1657.824014,19.27702342,0.498939192
Avalanche,4.Thursday,7,691,426,153939.5385,222.7779139,25.11859
Flow,4.Thursday,7,10,5,480.1768769,28.24569864,15.09323412
Solana,4.Thursday,7,2807,327,531883.0035,189.417024,12.700254
Ethereum,4.Thursday,7,1822,149,28601555.46,12057.99134,462.398627
BSC,4.Thursday,7,23899,14485,11139523.9,466.1083684,30.21894661
Optimism,4.Thursday,7,2654,1367,1085553.96,409.0256065,28.39097813
NEAR,4.Thursday,7,37,22,6610.683721,161.2361883,7.492071767
Osmosis,4.Thursday,7,471,227,72254.40001,153.4063694,9.225070611
Algorand,4.Thursday,7,109,49,10670.07978,97.89064015,0.426917383
Gnosis,4.Thursday,8,130,55,2942.072968,22.63133052,2.305182493
Flow,4.Thursday,8,10,7,3650.477964,214.7339979,5.035798296
Algorand,4.Thursday,8,1105,73,54698.44768,46.39393357,3.497137069
Ethereum,4.Thursday,8,2124,150,27100296.72,9787.033844,595.1230364
Osmosis,4.Thursday,8,540,240,113793.3273,210.7283839,14.74722939
Optimism,4.Thursday,8,2851,1412,1576285.284,552.8885599,29.98838018
THORChain,4.Thursday,8,648,29,691503.0925,759.8935082,438.0066481
Avalanche,4.Thursday,8,876,509,356675.6822,407.1640208,18.83659289
Solana,4.Thursday,8,5603,320,785151.8867,140.1056186,5.011138815
NEAR,4.Thursday,8,47,27,34325.85466,612.9616903,32.40504237
Polygon,4.Thursday,8,2783,1607,1240257.248,445.6547783,9.463316673
Arbitrum,4.Thursday,8,3647,1717,1290568.104,353.8711555,0.914522825
BSC,4.Thursday,8,22817,13450,9361352.326,410.279718,34.79442095
BSC,4.Thursday,9,23993,14919,8773963.637,365.6884773,27.87193991
Flow,4.Thursday,9,11,9,2217.265768,116.6981983,5.015867683
Algorand,4.Thursday,9,484,72,44441.08961,88.35206681,5.578336487
Osmosis,4.Thursday,9,505,209,132538.3013,262.4520818,11.0049945
NEAR,4.Thursday,9,62,25,203156.3171,2539.453964,33.51566209
THORChain,4.Thursday,9,378,32,356422.3314,594.037219,433.7112923
Arbitrum,4.Thursday,9,3740,1611,1249038.764,333.967584,0.239783875
Solana,4.Thursday,9,2930,367,758139.5787,258.6624288,8.931545801
Polygon,4.Thursday,9,3172,1847,1250159.779,394.1235115,5.315979943
Avalanche,4.Thursday,9,885,577,344787.6569,389.5905728,21.22028096
Gnosis,4.Thursday,9,129,56,9198.519662,71.30635397,0.978366156
Optimism,4.Thursday,9,2592,1280,959615.264,370.2219383,25.98992949
Ethereum,4.Thursday,9,2041,141,34625177.2,12613.90791,478.06
THORChain,4.Thursday,10,172,30,162987.6631,545.1092413,334.691774
Ethereum,4.Thursday,10,1862,126,22660213.05,9422.126008,351.79
Polygon,4.Thursday,10,3091,1825,727634.1561,235.4041269,5.376054533
Arbitrum,4.Thursday,10,3137,1581,876664.6577,279.4595657,0.981743081
Solana,4.Thursday,10,2418,358,254824.3632,105.3428537,10.01838625
Optimism,4.Thursday,10,2188,1064,1749201.45,799.4522167,22.94694414
Avalanche,4.Thursday,10,724,451,141692.4828,195.7078492,13.66688341
Algorand,4.Thursday,10,976,69,34088.54942,34.74877617,2.024684803
NEAR,4.Thursday,10,52,26,115671.9648,1464.202086,0.657334409
Flow,4.Thursday,10,23,18,17938.03236,459.9495478,17.47686654
Osmosis,4.Thursday,10,432,221,71439.81019,165.369931,9.621612226
Gnosis,4.Thursday,10,55,33,1299.654255,23.63007737,2.001006622
BSC,4.Thursday,10,20420,11813,8187922.368,400.9756302,45.85591873
Optimism,4.Thursday,11,2172,1122,869226.0572,400.1961589,25.54997703
Arbitrum,4.Thursday,11,3237,1611,1347200.233,416.1879001,1.286019232
Algorand,4.Thursday,11,392,66,10111.69223,25.79513323,2.327835865
THORChain,4.Thursday,11,695,29,890119.4153,900.9305823,432.6362822
Flow,4.Thursday,11,21,16,15963.80519,389.3611021,91.7831429
Avalanche,4.Thursday,11,992,520,274552.0347,276.766164,46.24340905
Solana,4.Thursday,11,13508,458,1928394.471,142.2224701,3.005992256
Ethereum,4.Thursday,11,2165,142,35840207.3,12549.09219,460.2099063
Polygon,4.Thursday,11,2830,1621,1083166.786,382.7444475,11.87721905
Gnosis,4.Thursday,11,62,38,1787.565937,28.83170866,0.61612703
Osmosis,4.Thursday,11,453,227,142691.2408,314.9917015,11.05692738
BSC,4.Thursday,11,23954,14213,9918822.285,414.0779112,37.16614427
NEAR,4.Thursday,11,37,17,183251.6587,4261.666482,20.47008534
Osmosis,4.Thursday,12,557,265,151603.598,272.1788116,28.35436501
THORChain,4.Thursday,12,400,27,491830.5527,810.264502,439.9279176
BSC,4.Thursday,12,36774,21432,12934678.62,351.7343401,41.2319159
Gnosis,4.Thursday,12,40,22,379.5405354,9.488513385,2.392119893
Optimism,4.Thursday,12,3070,1779,777253.1569,253.1769241,48.09025176
NEAR,4.Thursday,12,46,22,158390.1504,2639.835841,31.39539921
Solana,4.Thursday,12,2937,377,204584.76,69.63402316,6.596948603
Polygon,4.Thursday,12,2906,1701,935336.5283,321.863912,9.052775124
Arbitrum,4.Thursday,12,3516,1694,980977.6315,279.003877,0.520963135
Flow,4.Thursday,12,12,10,3077.851817,139.9023553,54.70786878
Avalanche,4.Thursday,12,712,456,119500.0896,167.8372045,14.21986489
Algorand,4.Thursday,12,720,80,32348.38962,41.95640677,6.68651633
Ethereum,4.Thursday,12,2141,143,10299491.81,3704.85317,436.1479101
Arbitrum,4.Thursday,13,4289,1836,6877786.699,1603.587479,12.99169661
Ethereum,4.Thursday,13,2838,162,106360530,28537.84009,1098.582813
Optimism,4.Thursday,13,2388,921,4584165.062,1919.667112,49.98063363
Solana,4.Thursday,13,7317,475,670026.3718,91.57118652,5.824323783
Gnosis,4.Thursday,13,117,45,10463.86459,89.43474009,2.568511538
BSC,4.Thursday,13,34643,20641,10790966.16,311.490522,37.9797468
Osmosis,4.Thursday,13,669,245,250114.6083,373.8633906,31.75352444
Algorand,4.Thursday,13,565,76,44592.48761,77.28334075,5.091666108
Polygon,4.Thursday,13,4212,2048,4115953.095,977.1968411,35.43966993
THORChain,4.Thursday,13,1088,43,1148768.655,690.3657785,437.8324016
Avalanche,4.Thursday,13,1088,567,1760010.492,1617.656702,103.2162195
NEAR,4.Thursday,13,109,34,484233.5526,3812.862619,342.8621042
Flow,4.Thursday,13,8,6,2531.686378,194.745106,119.1514618
Optimism,4.Thursday,14,1928,970,1621987.519,841.2798337,26.97232211
Avalanche,4.Thursday,14,847,509,289240.265,341.4879161,44.81100301
Arbitrum,4.Thursday,14,3487,1671,2163456.512,620.4349046,2.593251399
THORChain,4.Thursday,14,821,36,1079386.868,906.2862028,440.2605828
BSC,4.Thursday,14,36150,21875,15170289.01,419.6483821,28.81016905
Flow,4.Thursday,14,9,8,668.1379394,39.30223173,35.11103885
Algorand,4.Thursday,14,401,73,25359.84572,61.70278764,5.90967117
Osmosis,4.Thursday,14,514,249,82393.33616,160.2983194,9.694895964
Gnosis,4.Thursday,14,112,53,6703.662444,59.85412896,0.9049386
NEAR,4.Thursday,14,48,23,48057.31123,843.1107233,11.13566083
Ethereum,4.Thursday,14,2624,157,71992072.87,20598.59024,800.3859367
Polygon,4.Thursday,14,3751,2015,2302356.946,613.7981728,20.03637664
Solana,4.Thursday,14,3731,465,346391.5088,92.84146579,1.001922963
Arbitrum,4.Thursday,15,3830,1665,2121741.057,553.9793883,0.902380963
THORChain,4.Thursday,15,529,40,967857.1557,1134.650827,399.7896554
Optimism,4.Thursday,15,1973,928,1367259.762,692.9851812,26.09879635
BSC,4.Thursday,15,32886,19937,11054158.82,336.1357057,30.07283517
Gnosis,4.Thursday,15,216,69,14437.29093,66.83930987,0.862744836
Flow,4.Thursday,15,24,9,3256.830918,101.7759662,79.84284175
NEAR,4.Thursday,15,35,17,257603.2484,5990.773219,35.06993492
Osmosis,4.Thursday,15,671,280,147069.581,219.1797035,23.20879505
Ethereum,4.Thursday,15,2436,162,124483347,38503.97372,794.07
Polygon,4.Thursday,15,3654,2016,1843823.042,504.6040072,13.34468955
Avalanche,4.Thursday,15,734,478,1373589.111,1871.374811,21.94379031
Algorand,4.Thursday,15,1041,105,81556.71514,75.51547698,3.926278151
Solana,4.Thursday,15,8516,496,844212.902,99.06276719,1.002407257
Arbitrum,4.Thursday,16,3468,1622,2950482.356,850.773459,19.95529913
Flow,4.Thursday,16,29,6,4020.496807,118.2499061,76.10612409
THORChain,4.Thursday,16,437,44,493350.7671,658.6792618,393.3300358
Ethereum,4.Thursday,16,2209,135,53345780.23,18497.14987,608.6817728
Solana,4.Thursday,16,5504,523,364112.721,66.1301709,2.003769301
Osmosis,4.Thursday,16,780,273,235307.1593,298.2346759,47.63532098
